1	-0.5	-0.8	0.7	-0.3	-0.6
2	-1	1.7	-1.5	-0.3	-0.1
3	-0.2	-0.7	0.3	0.1	-1.1
4	-0.4	1.8	0.3	-0.2	-1.4
5	0.4	0.6	-0.2	-0.5	-0.3
6	-1	-0.1	-0.2	-0.2	0.7
7	0.3	-2.3	2.4	-0.9	-1.1
8	-0.9	0.2	1.5	-0.2	0.3
9	2.9	-0.4	-0.2	1	2
10	0.3	1.6	0	-1.2	-0.2
11	0.9	-0.5	-1	-0.8	0.3
12	-0.4	-0.8	0.4	-0.4	-1
13	0.4	0.7	0.9	0.4	-0.7
14	-0.2	0.3	0.2	-1	-0.4
15	1.9	0.4	-0.2	-1	0.4
16	1.4	-0.8	-1.2	0.1	0.3
17	-0.2	-0.1	-0.5	-0.3	0.6
18	0.2	-0.4	-0.3	-0.3	0.3
19	-0.3	0.3	-0.5	-0	-0.5
20	0.3	0.3	0.8	-0.7	-1.8
21	0.5	1.5	-0.2	0	-0.1
22	-1.4	-0.4	0.5	-0.2	-1.4
23	0.3	-1.2	-0.1	-0.5	1
24	-0.5	2.3	1.2	-1	-1.5
25	-0.6	-1.3	0.2	0.7	-2.3
26	-0.5	-1	-0.5	-3.1	-1.6
27	-0.1	-1	0.2	0.9	1.1
28	1.3	0.2	1.3	0.9	-1.4
29	0.2	2.1	-0.9	-0.4	-0.6
30	0	-0.2	-0.5	0.3	0.2
31	0.5	-0.5	-2.1	-1.4	0.9
32	-0.1	-0.8	-1.2	-0.9	0.5
33	-2.5	1.1	0.2	-0.7	0.8
34	-0.2	0.3	-1.1	-0.3	0.1
35	-1.1	-1.6	0.7	0.2	0.4
36	0.3	-2.1	0.3	-0.2	0.3
37	-0.9	0.2	1.4	-0.1	-0.5
38	-1.4	-0.2	0.2	-0.9	-0.5
39	-1.6	-1	-0.2	0.3	-1.2
40	1.2	0.4	0.7	0.6	-0.7
41	0.1	1.3	-0.2	2.6	0.7
42	-0	0.1	-0.7	-1.4	0.5
43	-0.2	-1.5	0.3	-0.4	-0.2
44	-0.6	-1	-0.1	0	-0.7
45	-0.4	1	-0	-0.1	0.4
46	0.5	1.7	1	0.6	-0.7
47	0	-1.9	-0	-1.3	-0.4
48	0.1	-0.4	-0	-0.8	0.1
49	0.5	1.7	-0.9	-0.3	-0.3
50	0.2	0.3	-0	1.5	0.8
51	-0.8	2	-0.3	-0.1	-0.1
52	-1.2	1.4	-0.9	-0.7	-0.6
53	2.6	-0.7	0.7	0.1	0.4
54	-0.4	0.9	-0	-0.1	0.1
55	0.1	-0.5	-0.4	0.2	-0.4
56	0.7	-0.4	-0	-0.6	-0.9
57	1.7	0.9	0.2	-0.8	-0.5
58	0.8	-0.7	-0.1	-0.1	-0.1
59	-1	-0.1	0.1	-0.1	0.7
60	0.6	-1.2	0.5	-0.3	1
61	1.1	-0.8	-1.1	0.8	0.4
62	-0.9	-0.5	-0.6	-0.1	0.8
63	0.5	0.7	-2.6	1.1	-0.2
64	-0	-0.8	-0.7	-0	-1.4
65	-0.9	0.2	-1	-0.7	0.1
66	-0.2	1.2	1	0.2	-1.6
67	0.3	-0.1	-1.6	-0.8	0.7
68	-0.6	-0.6	1.3	1.8	-0.3
69	-1.2	0.7	0.9	0.6	0.7
70	-2	-0.6	-0.2	1.3	0
71	-0.9	-1.6	-0.9	-0.9	-0.7
72	0.7	0.5	-0.5	-1.2	0.7
73	-0.5	0.8	0.7	1.7	-0.5
74	-1.2	-0.8	1.2	-0.3	-1.2
75	-0.3	-0.6	0.5	2.4	-0.1
76	-0	0.5	-1.8	-1.2	0.1
77	0.2	0.2	0.4	-0.5	-0.8
78	-0.2	-1	-1.9	2.2	-0.3
79	0	-0.2	0.6	0.5	0.2
80	-1.8	2	-1.1	0.2	0.3
81	0.1	-0.6	0.7	1.5	0.7
82	0.8	-0.5	-0.3	-0.6	-0.3
83	-0.6	0.5	-0.8	-0.9	-0.2
84	0.4	0.9	0.8	1.6	0
85	-0.3	0.2	0.3	-0.4	0.9
86	-1.9	-0.6	1.7	0.7	0.6
87	1.9	0.6	-1.2	-0	-0.1
88	-1.2	-0.2	-1.1	0.9	0.5
89	-2.2	0.7	-1	-0.3	1.4
90	0.4	-2	0.4	0.4	0.4
91	1	0.4	-1.1	-0.2	-0.3
92	-0.9	-0.4	0.4	-1.5	0.7
93	-0.4	0.6	0.7	-2	0.3
94	1.7	1.2	-0.4	0.2	-0.6
95	-1.5	0.3	0.2	0.6	-2.3
96	-0.1	1.3	0	1.1	-1.1
97	0.2	0.6	-0.8	0.3	-0.5
98	-0.1	0.2	-0.3	0.9	-0.4
99	-0.4	-0.2	0.1	1.7	-0.6
100	-1	0.2	2.4	0.8	-2
101	-0.7	-0.8	-0.8	1.2	0.2
102	-0	0.3	-1	0.1	-0.5
103	0.9	0.7	-1.3	1.3	-0.9
104	1.3	-1.6	1.1	-0.6	-1.1
105	1.4	-1.1	-0.3	-0.7	0.3
106	-1.9	-1.7	-1.2	0.4	-0.3
107	-0.2	0.7	-1.2	0.9	0.4
108	1.2	1	0.4	0.2	-2.7
109	-0.8	0.1	2.1	0.9	0.1
110	1.3	1.2	0.8	-0.8	2.4
111	0.6	0.8	-1	0.8	-0.1
112	0.7	-0.9	0.5	-0.5	-1.2
113	-1.4	-0.6	-0.9	-0.4	0.6
114	-0	1.1	1.2	1.7	1.9
115	-1.5	1.2	-2.8	-0.2	0.9
116	-1.1	-1	-0.9	0	-0.5
117	-1	1.1	-0.3	-1.7	0.6
118	-0.2	0.5	-0.2	0.7	-0.7
119	0.8	0.7	1.5	0.1	1.3
120	-2.3	-0.4	-1.2	0.8	0
121	-0.3	-0.4	0.1	-0.1	-0.6
122	-0.2	-0.5	-0	0.6	-0.8
123	-0.9	-0.1	-0.2	0.1	-1.7
124	0.9	-1	-0.1	2.1	-0.7
125	1.6	-2.4	-0.4	1.1	-0.5
126	0.9	-0.3	-0.1	-0.2	-1.6
127	-0	0.5	0.7	-1.3	-0.2
128	-0.1	-0.2	-0.7	-0.5	0.2
129	-0.6	-0.4	0.2	0.3	-0.4
130	0.6	1.2	-0.4	-0.1	-0.1
131	1.9	0.8	0.5	-1.5	1
132	1	0.5	-0.6	-0.1	-0.4
133	-0.4	0.6	1.2	-0.8	2.1
134	-0.7	-2.2	0.6	-0.8	-1.7
135	-0.8	0.8	1.8	-0.4	-0.7
136	-0.2	-0.8	1.1	-0.9	-0.6
137	-0.8	-0.3	0.3	-0.4	0.1
138	-0.9	2.4	1.6	-0	-0.2
139	-1.2	-0.2	1.2	-0.7	0.7
140	-1.3	-0.4	-1.1	-0.5	-0.1
141	0.5	1	0	0.3	-1.6
142	0.3	1	-0.6	1	-2
143	-1.9	-1.4	-0.6	-0.8	0.6
144	-0.6	-0	-1.7	0.7	-0.8
145	0	-0.3	-1.1	-1	-0
146	-1.1	-0.7	-0.6	1.6	1.1
147	-0.9	0.4	-1.4	-0.7	-1.6
148	0.2	-0.2	-1.8	-0.4	-1.8
149	-0.5	0.4	-0.5	1.5	-1.3
150	-1	0.2	-1.4	0.7	0.8
151	1.9	-1.2	0.4	1.8	0.6
152	-1	0.2	0.8	-1.3	-1.8
153	0.5	-0.4	0.3	2.2	0.2
154	0.7	-1.6	-1.4	-1.2	-1.4
155	0.2	-1.1	-0.6	-0.1	-0.1
156	-1.1	-0.6	-0.2	-0.2	-1.4
157	-0.4	1.1	-2.7	-0.3	0.6
158	0.4	-0.6	-0.3	-0	-1.3
159	-0.8	-0.4	-2	1.6	0.2
160	-0.6	-1	0	0.8	1.5
161	0	-0.2	-0.9	1.4	0.8
162	0.6	1.1	0.6	-1.1	1
163	-0.3	-0.8	-1.4	1.5	-0.8
164	0.1	0.3	-0.1	-0.8	-0.1
165	0.5	0.1	1.4	-0.3	0.7
166	-1.4	0.8	-1.3	2.2	-0
167	1.2	-0	-0.2	1	-1.5
168	1.4	1.2	-0.9	-0.1	0.1
169	0.4	0.9	2.4	-1.1	-2.2
170	1.3	0.5	-0.3	0.5	1.4
171	2.2	1.5	-0.2	1.5	-0.5
172	0.7	-0.2	0.6	-0.5	-0.2
173	-1	0.1	-0.1	-2.4	-2
174	0.9	-0.3	0.1	1.7	0.8
175	-1.1	0.7	-0.5	-2	-0.2
